category,query_term,nasa_id,title,description,center,img_url,date
Nebula,Ring Nebula,PIA07343,Ring Beholds a Delicate Flower,"NASA Spitzer Space Telescope finds a delicate flower in the Ring Nebula, as shown in this image. The outer shell of this planetary nebula looks surprisingly similar to the delicate petals of a camellia blossom. ",JPL,https://images-assets.nasa.gov/image/PIA07343/PIA07343~medium.jpg,2005-02-11T19:20:47Z
Nebula,Ring Nebula,PIA23867,The Blue Ring Nebula,"The Blue Ring Nebula was discovered in 2004 by NASA's Galaxy Evolution Explorer (GALEX) mission. Astronomers think the nebula was created by the merger of two stars, and that we are seeing the system a few thousand years after the merger, when evidence of the collision is still apparent.  The blue light in the image shows the debris cloud created by the merger. As the hot cloud of material expanded into space and cooled down, it formed hydrogen molecules that collided with the interstellar medium (the particles occupying the space between stars). These collisions caused the hydrogen molecules to radiate far-ultraviolet light, which was detected by GALEX. Yellow indicates near-ultraviolet light, also detected by GALEX, which is emitted by the star at the center of the nebula and many surrounding stars.  Infrared light observed by NASA's Wide-field Infrared Survey Explorer (WISE) is also shown in red, and is primarily emitted by the central star. Detailed analysis of the WISE data revealed a ring of debris around the star â€“ further evidence of a merger.  Magenta indicates optical light — light visible to the human eye — collected using the Hale Telescope. This light comes from the shockwave at the front of the expanding debris cones. The optical light helped astronomers discover that the nebula actually consists of two cones moving away from the central star. The base of one cone is moving almost directly toward Earth, while the other is moving almost directly away, and the magenta light outlines the two bases. The blue region in the image shows where the cones overlap; the non-overlapping regions are too faint for GALEX to see. Figure A shows the orientation of the cones to Earth and the way they appear to overlap.  https://photojournal.jpl.nasa.gov/catalog/PIA23867",JPL,https://images-assets.nasa.gov/image/PIA23867/PIA23867~medium.jpg,2020-11-18T00:00:00Z
Nebula,Ring Nebula,southern_ring_nebula,James Webb Space Telescope Southern Ring Nebula (NIRCam and MIRI Images Side by Side),"This side-by-side comparison shows observations of the Southern Ring Nebula in near-infrared light, at left, and mid-infrared light, at right, from NASA’s Webb Telescope.  This scene was created by a white dwarf star – the remains of a star like our Sun after it shed its outer layers and stopped burning fuel though nuclear fusion. Those outer layers now form the ejected shells all along this view.  In the Near-Infrared Camera (NIRCam) image, the white dwarf appears to the lower left of the bright, central star, partially hidden by a diffraction spike. The same star appears – but brighter, larger, and redder – in the Mid-Infrared Instrument (MIRI) image. This white dwarf star is cloaked in thick layers of dust, which make it appear larger.   The brighter star in both images hasn’t yet shed its layers. It closely orbits the dimmer white dwarf, helping to distribute what it’s ejected.  Over thousands of years and before it became a white dwarf, the star periodically ejected mass – the visible shells of material. As if on repeat, it contracted, heated up – and then, unable to push out more material, pulsated. Stellar material was sent in all directions – like a rotating sprinkler – and provided the ingredients for this asymmetrical landscape.  Today, the white dwarf is heating up the gas in the inner regions – which appear blue at left and red at right. Both stars are lighting up the outer regions, shown in orange and blue, respectively.  The images look very different because NIRCam and MIRI collect different wavelengths of light. NIRCam observes near-infrared light, which is closer to the visible wavelengths our eyes detect. MIRI goes farther into the infrared, picking up mid-infrared wavelengths. The second star more clearly appears in the MIRI image, because this instrument can see the gleaming dust around it, bringing it more clearly into view.  The stars – and their layers of light – steal more attention in the NIRCam image, while dust plays the lead in the MIRI image, specifically dust that is illuminated.   Peer at the circular region at the center of both images. Each contains a wobbly, asymmetrical belt of material. This is where two “bowls” that make up the nebula meet. (In this view, the nebula is at a 40-degree angle.) This belt is easier to spot in the MIRI image – look for the yellowish circle – but is also visible in the NIRCam image.  The light that travels through the orange dust in the NIRCam image – which look like spotlights – disappear at longer infrared wavelengths in the MIRI image.  In near-infrared light, stars have more prominent diffraction spikes because they are so bright at these wavelengths. In mid-infrared light, diffraction spikes also appear around stars, but they are fainter and smaller (zoom in to spot them).  Physics is the reason for the difference in the resolution of these images. NIRCam delivers high-resolution imaging because these wavelengths of light are shorter. MIRI supplies medium-resolution imagery because its wavelengths are longer – the longer the wavelength, the coarser the images are. But both deliver an incredible amount of detail about every object they observe – providing never-before-seen vistas of the universe.  For a full array of Webb’s first images and spectra, including downloadable files, please visit: https://webbtelescope.org/news/first-images   NIRCam was built by a team at the University of Arizona and Lockheed Martin’s Advanced Technology Center.  MIRI was contributed by ESA and NASA, with the instrument designed and built by a consortium of nationally funded European Institutes (The MIRI European Consortium) in partnership with JPL and the University of Arizona.",STScI,https://images-assets.nasa.gov/image/southern_ring_nebula/southern_ring_nebula~medium.jpg,2022-07-12T11:00:00Z
Nebula,Ring Nebula,PIA23868,Geometry of the Blue Ring Nebula (Animation),"The Blue Ring Nebula is thought to be the product of two stars merging into one. The collision of the bodies ejected a cloud of hot debris into space. A disk of gas orbiting the larger star cut the cloud in half, creating two cones that are moving away from the star in opposite directions.  The base of one cone is moving almost directly toward Earth, while the other is moving almost directly away. Magenta represents optical light from the shockwave at the front of the expanding debris cones, outlining the two cone bases at their widest points. Blue represents far-ultraviolet light (not visible to the human eye) and comes from gas behind the shockwave. As the gas expands and cools, it forms hydrogen molecules that interact with the interstellar medium and emit only far-ultraviolet light. These emissions are visible only where the cones overlap (as seen from Earth), forming the blue ring around the central star.  Movie available at https://photojournal.jpl.nasa.gov/catalog/PIA23868",JPL,https://images-assets.nasa.gov/image/PIA23868/PIA23868~small.jpg,2020-11-18T00:00:00Z
Nebula,Ring Nebula,PIA14443,Looking Down a Barrel of Gas at a Doomed Star,NASA Hubble Space Telescope captured this sharpest view yet of the most famous of all planetary nebulae: the Ring Nebula M57. The colors are approximately true colors.,JPL,https://images-assets.nasa.gov/image/PIA14443/PIA14443~small.jpg,1999-01-06T08:00:00Z
Nebula,Ring Nebula,PIA15252,A Cosmic Wreath,"NASA Wide-field Infrared Survey Explorer mission presents the Wreath nebula. The nebula official name is Barnard 3, or IRAS Ring G159.6-18.5. Regions similar to this nebula are found near the band of the Milky Way galaxy in the night sky.",JPL,https://images-assets.nasa.gov/image/PIA15252/PIA15252~medium.jpg,2011-12-22T20:30:00Z
Nebula,Ring Nebula,PIA14104,"In the Blackest Night, a Green Ring Nebula",This glowing emerald nebula seen by NASA Spitzer Space Telescope is named RCW 120; this region of hot gas and glowing dust can be found in the murky clouds encircled by the tail of the constellation Scorpius.,JPL,https://images-assets.nasa.gov/image/PIA14104/PIA14104~medium.jpg,2011-06-15T18:00:33Z
Nebula,Ring Nebula,NHQ202207120012,JWST’s First Full-Color Images,"One of the images captured by NASA’s James Webb Space Telescope of the planetary nebula cataloged as NGC 3132, and known informally as the Southern Ring Nebula, is seen on a screen as members of the media and guests watch the broadcast releasing the first full-color images from NASA’s James Webb Space Telescope, Tuesday, July 12, 2022, at NASA’s Goddard Space Flight Center in Greenbelt, Md.  The first full-color images and spectroscopic data from the James Webb Space Telescope, a partnership with ESA (European Space Agency) and the Canadian Space Agency (CSA), are a demonstration of the power of Webb as the telescope begins its science mission to unfold the infrared universe. Photo Credit: (NASA/Taylor Mickal)",HQ,https://images-assets.nasa.gov/image/NHQ202207120012/NHQ202207120012~medium.jpg,2022-07-12T00:00:00Z
Nebula,Ring Nebula,hubble-sees-a-dying-stars-final-moments_20149292766_o,The long goodbye,"A dying star’s final moments are captured in this image from the NASA/ESA Hubble Space Telescope. The death throes of this star may only last mere moments on a cosmological timescale, but this star’s demise is still quite lengthy by our standards, lasting tens of thousands of years! The star’s agony has culminated in a wonderful planetary nebula known as NGC 6565, a cloud of gas that was ejected from the star after strong stellar winds pushed the star’s outer layers away into space. Once enough material was ejected, the star’s luminous core was exposed and it began to produce ultraviolet radiation, exciting the surrounding gas to varying degrees and causing it to radiate in an attractive array of colours. These same colours can be seen in the famous and impressive Ring Nebula (heic1310), a prominent example of a nebula like this one. Planetary nebulae are illuminated for around 10 000 years before the central star begins to cool and shrink to become a white dwarf. When this happens, the star’s light drastically diminishes and ceases to excite the surrounding gas, so the nebula fades from view. A version of this image was entered into the Hubble’s Hidden Treasures basic image competition by contestant Matej Novak.",GSFC,https://images-assets.nasa.gov/image/hubble-sees-a-dying-stars-final-moments_20149292766_o/hubble-sees-a-dying-stars-final-moments_20149292766_o~small.jpg,2015-07-27T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e000671,Stormy seas in Sagittarius,"Some of the most breathtaking views in the Universe are created by nebulae — hot, glowing clouds of gas. This new NASA/ESA Hubble Space Telescope image shows the centre of the Lagoon Nebula, an object with a deceptively tranquil name. The region is filled with intense winds from hot stars, churning funnels of gas, and energetic star formation, all embedded within an intricate haze of gas and pitch-dark dust.  Nebulae are often named based on their key characteristics — particularly beautiful examples include the Ring Nebula (heic1310), the Horsehead Nebula (heic1307) and the Butterfly Nebula (heic0910). This new NASA/ESA Hubble Space Telescope image shows the centre of the Lagoon Nebula, otherwise known as Messier 8, in the constellation of Sagittarius (The Archer).  The inspiration for this nebula’s name may not be immediately obvious — this is because the image captures only the very heart of the nebula. The Lagoon Nebula’s name becomes much clearer in a wider field view (opo0417i) when the broad, lagoon-shaped dust lane that crosses the glowing gas of the nebula can be made out.  Another clear difference between this new image and others is that this image combines both infrared and optical light rather than being purely optical(heic1015). Infrared light cuts through thick, obscuring patches of dust and gas, revealing the more intricate structures underneath and producing a completely different landscape [1].  However, even in visible light, the tranquil name remains misleading as the region is packed full of violent phenomena.  The bright star embedded in dark clouds at the centre of this image is known as Herschel 36. This star is responsible for sculpting the surrounding cloud, stripping away material and influencing its shape. Herschel 36 is the main source of ionising radiation [2] for this part of the Lagoon Nebula.  This central part of the Lagoon Nebula contains two main structures of gas and dust connected by wispy twisters, visible in the middle third of this image (opo9638). These features are quite similar to their namesakes on Earth — they are thought to be wrapped up into their funnel-like shapes by temperature differences between the hot surface and cold interior of the clouds. The nebula is also actively forming new stars, and energetic winds from these newborns may contribute to creating the twisters.  This image combines images taken using optical and infrared light gathered by Hubble’s Wide Field Planetary Camera 2.  Credit: NASA, ESA, J. Trauger (Jet Propulson Laboratory)  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e000671/GSFC_20171208_Archive_e000671~small.jpg,2017-12-08T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e001743,Hubble Images Searchlight Beams from a Preplanetary Nebula,"NASA image release April 27, 2012  The NASA/ESA Hubble Space Telescope has been at the cutting edge of research into what happens to stars like our sun at the ends of their lives. One stage that stars pass through as they run out of nuclear fuel is called the preplanetary or protoplanetary nebula stage. This Hubble image of the Egg Nebula shows one of the best views to date of this brief but dramatic phase in a star’s life.  The preplanetary nebula phase is a short period in the cycle of stellar evolution, and has nothing to do with planets. Over a few thousand years, the hot remains of the aging star in the center of the nebula heat it up, excite the gas, and make it glow as a subsequent planetary nebula. The short lifespan of preplanetary nebulae means there are relatively few of them in existence at any one time. Moreover, they are very dim, requiring powerful telescopes to be seen. This combination of rarity and faintness means they were only discovered comparatively recently. The Egg Nebula, the first to be discovered, was first spotted less than 40 years ago, and many aspects of this class of object remain shrouded in mystery.  At the center of this image, and hidden in a thick cloud of dust, is the nebula’s central star. While we can’t see the star directly, four searchlight beams of light coming from it shine out through the nebula. It is thought that ring-shaped holes in the thick cocoon of dust, carved by jets coming from the star, let the beams of light emerge through the otherwise opaque cloud. The precise mechanism by which stellar jets produce these holes is not known for certain, but one possible explanation is that a binary star system, rather than a single star, exists at the center of the nebula.  The onion-like layered structure of the more diffuse cloud surrounding the central cocoon is caused by periodic bursts of material being ejected from the dying star. The bursts typically occur every few hundred years.  The distance to the Egg Nebula is only known very approximately, the best guess placing it at around 3,000 light-years from Earth. This in turn means that astronomers do not have any accurate figures for the size of the nebula (it may be larger and further away, or smaller but nearer).  This image is produced from exposures in visible and infrared light from Hubble’s Wide Field Camera 3.  Credit: ESA/Hubble, NASA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e001743/GSFC_20171208_Archive_e001743~small.jpg,2017-12-08T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e000675,Hubble Sees a Dying Star's Final Moments,"A dying star’s final moments are captured in this image from the NASA/ESA Hubble Space Telescope. The death throes of this star may only last mere moments on a cosmological timescale, but this star’s demise is still quite lengthy by our standards, lasting tens of thousands of years!  The star’s agony has culminated in a wonderful planetary nebula known as NGC 6565, a cloud of gas that was ejected from the star after strong stellar winds pushed the star’s outer layers away into space. Once enough material was ejected, the star’s luminous core was exposed, enabling its ultraviolet radiation to excite the surrounding gas to varying degrees and causing it to radiate in an attractive array of colors. These same colors can be seen in the famous and impressive Ring Nebula (heic1310), a prominent example of a nebula like this one.  Planetary nebulae are illuminated for around 10,000 years before the central star begins to cool and shrink to become a white dwarf. When this happens, the star’s light drastically diminishes and ceases to excite the surrounding gas, so the nebula fades from view.  Credit: ESA/Hubble &amp; NASA, Acknowledgement: Matej Novak  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e000675/GSFC_20171208_Archive_e000675~small.jpg,2017-12-08T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e002155,Cat's Eye Nebula,"The Cat's Eye Nebula, one of the first planetary nebulae discovered, also has one of the most complex forms known to this kind of nebula. Eleven rings, or shells, of gas make up the Cat's Eye.  The full beauty of the Cat's Eye Nebula is revealed in this detailed view from NASA's Hubble Space Telescope. The image from Hubble's Advanced Camera for Surveys (ACS) shows a bull's eye pattern of eleven or even more concentric rings, or shells, around the Cat's Eye. Each 'ring' is actually the edge of a spherical bubble seen projected onto the sky -- that's why it appears bright along its outer edge.   Observations suggest the star ejected its mass in a series of pulses at 1,500-year intervals. These convulsions created dust shells, each of which contain as much mass as all of the planets in our solar system combined (still only one percent of the Sun's mass). These concentric shells make a layered, onion-skin structure around the dying star. The view from Hubble is like seeing an onion cut in half, where each skin layer is discernible.  The bull's-eye patterns seen around planetary nebulae come as a surprise to astronomers because they had no expectation that episodes of mass loss at the end of stellar lives would repeat every 1,500 years. Several explanations have been proposed, including cycles of magnetic activity somewhat similar to our own Sun's sunspot cycle, the action of companion stars orbiting around the dying star, and stellar pulsations. Another school of thought is that the material is ejected smoothly from the star, and the rings are created later on due to formation of waves in the outflowing material.    Credit: NASA, ESA, HEIC, and The Hubble Heritage Team (STScI/AURA) Acknowledgment: R. Corradi (Isaac Newton Group of Telescopes, Spain) and Z. Tsvetanov (NASA)  The Hubble Space Telescope is a project of international cooperation between NASA and the European Space Agency. NASA's Goddard Space Flight Center manages the telescope. The Space Telescope Science Institute conducts Hubble science operations.  Goddard is responsible for HST project management, including mission and science operations, servicing missions, and all associated development activities.  To learn more about the Hubble Space Telescope go here:  <a href=""http://www.nasa.gov/mission_pages/hubble/main/index.html"" rel=""nofollow"">www.nasa.gov/mission_pages/hubble/main/index.html</a>  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASAGoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagram.com/nasagoddard?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e002155/GSFC_20171208_Archive_e002155~medium.jpg,2017-12-08T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e001840,Hubble's Necklace,"Image released 11 Aug 2011.  The &quot;Necklace Nebula&quot; is located 15,000 light-years away in the constellation Sagitta (the Arrow). In this composite image, taken on July 2, 2011, Hubble's Wide Field Camera 3 captured the glow of hydrogen (blue), oxygen (green), and nitrogen (red).  The object, aptly named the Necklace Nebula, is a recently discovered planetary nebula, the glowing remains of an ordinary, Sun-like star. The nebula consists of a bright ring, measuring 12 trillion miles wide, dotted with dense, bright knots of gas that resemble diamonds in a necklace.  <a href=""http://www.nasa.gov/mission_pages/hubble/science/necklace-nebula.html"" target=""_blank"" rel=""nofollow""></a>  <b>Credit:</b> NASA, ESA, and the Hubble Heritage Team (STScI/AURA)  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://web.stagram.com/n/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e001840/GSFC_20171208_Archive_e001840~medium.jpg,2017-12-08T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e001540,"Hubble Observes Glowing, Fiery Shells of Gas","It may look like something from &quot;The Lord of the Rings,&quot; but this fiery swirl is actually a planetary nebula known as ESO 456-67. Set against a backdrop of bright stars, the rust-colored object lies in the constellation of Sagittarius (The Archer), in the southern sky.  In this image of ESO 456-67, it is possible to see the various layers of material expelled by the central star. Each appears in a different hue - red, orange, yellow, and green-tinted bands of gas are visible, with clear patches of space at the heart of the nebula. It is not fully understood how planetary nebulae form such a wide variety of shapes and structures; some appear to be spherical, some elliptical, others shoot material in waves from their polar regions, some look like hourglasses or figures of eight, and others resemble large, messy stellar explosions - to name but a few.  Image Credit: ESA/Hubble and NASA  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagram.com/nasagoddard?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e001540/GSFC_20171208_Archive_e001540~medium.jpg,2017-12-08T00:00:00Z
Nebula,Ring Nebula,9605592,History of Hubble Space Telescope (HST),"Taken by the Wide Field Planetary Camera 2 (WFPC2) of the Hubble Space Telescope (HST),  this image of MyCn18, a young planetary nebula located about 8,000 light-years away, reveals its true shape to be an hourglass with an intricate pattern of ""etchings"" in its walls. The arc-like etchings could be the remnants of discrete shells ejected from the star when it was younger, flow instabilities, or could result from the action of a narrow beam of matter impinging on the hourglass walls. According to one theory on the formation of planetary nebulae, the hourglass shape is produced by the expansion of a fast stellar wind within a slowly expanding cloud, which is denser near its equator than near its poles. Hubble has also revealed other features in MyCn18 which are completely new and unexpected. For example, there is a pair of intersecting elliptical rings in the central region which appear to be the rims of a smaller hourglass. This picture has been composed from three separate images taken in the light of ionized nitrogen (represented by red), hydrogen (green) and doubly-ionized oxygen (blue). The results are of great interest because they shed new light on the poorly understood ejection of stellar matter which accompanies the slow death of sun-like stars. An unseen companion star and accompanying gravitational effects may well be necessary in order to explain the structure of MyCn18. The Marshall Space Flight Center (MSFC) had responsibility for design, development, and construction of the HST.   ",MSFC,https://images-assets.nasa.gov/image/9605592/9605592~medium.jpg,1996-01-16T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e001800,Hubble Serves Up a Holiday Snow Angel,"The bipolar star-forming region, called Sharpless 2-106, looks like a soaring, celestial snow angel. The outstretched “wings” of the nebula record the contrasting imprint of heat and motion against the backdrop of a colder medium. Twin lobes of super-hot gas, glowing blue in this image, stretch outward from the central star. This hot gas creates the “wings” of our angel. A ring of dust and gas orbiting the star acts like a belt, cinching the expanding nebula into an “hourglass” shape.   To read more about this image go to: <a href=""http://www.nasa.gov/mission_pages/hubble/science/snow-angel.html"" rel=""nofollow"">www.nasa.gov/mission_pages/hubble/science/snow-angel.html</a>  Credit: NASA, ESA, and the Hubble Heritage Team (STScI/AURA)  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagrid.me/nasagoddard/?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e001800/GSFC_20171208_Archive_e001800~thumb.jpg,2017-12-08T00:00:00Z
Nebula,Ring Nebula,GSFC_20171208_Archive_e001260,Hubble Sees a Star Set to Explode,"Floating at the center of this new Hubble image is a lidless purple eye, staring back at us through space. This ethereal object, known officially as [SBW2007] 1 but sometimes nicknamed SBW1, is a nebula with a giant star at its center. The star was originally twenty times more massive than our sun, and is now encased in a swirling ring of purple gas, the remains of the distant era when it cast off its outer layers via violent pulsations and winds. But the star is not just any star; scientists say that it is destined to go supernova. Twenty-six years ago, another star with striking similarities went supernova — SN 1987A. Early Hubble images of SN 1987A show eerie similarities to SBW1. Both stars had identical rings of the same size and age, which were travelling at similar speeds; both were located in similar HII regions; and they had the same brightness. In this way SBW1 is a snapshot of SN1987a's appearance before it exploded, and unsurprisingly, astronomers love studying them together. At a distance of more than 20 000 light-years it will be safe to watch when the supernova goes off. If we are very lucky it may happen in our own lifetimes.  Credit: ESA/NASA, acknowledgement: Nick Rose  <b><a href=""http://www.nasa.gov/audience/formedia/features/MP_Photo_Guidelines.html"" rel=""nofollow"">NASA image use policy.</a></b>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b> enables NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s accomplishments by contributing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Like us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>  <b>Find us on <a href=""http://instagram.com/nasagoddard?vm=grid"" rel=""nofollow"">Instagram</a></b>",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e001260/GSFC_20171208_Archive_e001260~small.jpg,2017-12-08T00:00:00Z
